actual,test
105767.0,9474421.868608538
2520.0,13692.0
10703097.0,7381503.080814001
2149937.0,2699653.7280288776
741090.0,19171243.816600025
90130.0,7254640.088852695
125443.0,5865120.870848451
579558.0,519676.776223886
2562168.0,2214627.805204122
114842.0,92256.97374680212
897372.0,2687511.491255436
5959729.0,5297168.739709362
6594094.0,5224704.422351677
1764042.0,1815960.2661601524
47280.0,35440.333333333336
468464.0,457614.15762201033
8838726.0,7738909.848904784
7909238.0,7814638.193499128
115794.0,91590.11181510267
3811962.0,6229197.308615932
178300.0,86316.45544289061
118902.0,64552.02836458679
9831066.0,8744098.911549563
4100108.0,6145549.0012555905
5517498.0,4967236.238828604
6545784.0,9344024.950890303
8601726.0,7372912.810403338
154560.0,53331.91747681618
2101227.0,2162638.365017724
2986322.0,5253489.756398431
3702238.0,4335046.924486285
12433650.0,9886257.956689667
40118.0,136149.89401430916
4217682.0,4777092.6391561115
6653419.0,6557798.022865183
145557.0,129875.88551961289
20811516.0,12700944.279312069
2265859.0,3408777.9385033017
13105852.408,8121226.216777111
10629.0,8064.0
19253.0,5831069.095232285
14845467.0,8893945.153313626
15189228.18,15842502.633585636
16916046.0,8637203.784765732
9298944.0,8054526.655883521
825930.0,1190015.2233461912
199231.0,224629.7701002828
76860.0,2628740.25603009
7799378.0,9474298.918924334
7678566.0,7773580.655341132
10176710.0,8658155.697232889
14489832.0,12256420.760802275
841813.0,1536221.1634013692
286272.0,1271714.3405331473
7286.0,18455.0
3379824.0,2774091.909622949
882294.0,8204713.5440560235
837292.0,1530493.8239904253
2168838.0,3672944.2042556275
2024904.0,2024904.0
921648.0,1340209.0457126684
9891378.0,9348982.685203565
25056.0,2170238.985686239
904286.0,1004421.4490674487
13308792.0,9065708.79142807
6182694.0,6619017.350506807
17625.0,4892.950866617837
6030262.0,9378001.339237295
90000.0,29618.97528582485
62076.0,193130.14705509355
11114803.0,5670375.91056075
123483.0,7022049.215294834
2765608.0,2826063.389598877
468584.0,5768825.481343974
7078207.0,6085609.880456007
26960.0,50203.40008194457
226002.0,155064.0
12315301.0,8262330.781582379
10093984.0,10168854.197640087
419533.0,1642771.5203464387
1609050.0,3659244.254367254
20076042.0,16422007.067864576
1224729.0,5469545.54751317
11806284.0,9740064.840669004
22260.0,1906130.0958098138
4483184.0,4739310.760504586
6061409.0,4333654.2588462345
5041437.0,12364489.793517277
693000.0,4941637.820580874
16287317.0,17068381.123800572
9994076.0,15945575.377853917
6879328.0,5095623.963753752
4055022.0,4426118.753536079
4130307.0,5195854.658762597
85917.0,601526.6261408938
306348.0,780347.3055720009
11686668.0,11862060.0
28385.0,1077514.43987387
21485394.0,20723388.75387187
6898942.0,8518100.103466168
9221730.0,8953482.908351213
2638901.0,17474246.124015428
5130258.0,4081755.0000617662
14851284.0,10928814.914159935
4094779.0,4112117.924745903
1738548.0,1966816.8563989871
1623510.0,1549677.320309927
3069814.0,3387721.2563456357
4395.0,26938.75736357582
11894946.0,6425225.346852508
4445386.0,661967.6615280362
4860842.0,4932886.106224265
5627664.0,7099887.187729691
4764015.69616861,5756122.9758258285
1495914.0,2274832.6638515233
3156204.0,3129021.4618895315
7755930.0,6737497.295269838
1756787.0,2621339.8728322783
19026.0,30294.040329224652
760497.0,1099414.631345164
1373877.0,2427036.779831468
5055498.0,5832945.268132339
4090.0,6862.554754116013
